"id","name","winepoints_signalled","state_signalled","sold","winepoints","state"
23161,"Deutz Rosé  NV 1,5 l(1)",NULL,1,1,0,"0,5 cm"
23162,"Chateau La Tour Haut-Brion 1949 0,75 l",NULL,1,1,0,"Abfüller: Reidemeister und Ulrichs, Bremen, hs, Etikett stark verschmutzt, ganz leicht kellergrau"
23163,"Chateau Troplong-Mondot 1989 0,75 l(1)",1,1,1,95,"ts, Etikett verschmutzt, Kapsel leicht beschädigt"
23164,"Voillot, Joseph Volnay Les Fremiets 1er Cru 2013 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
23165,"Erika Obermeyer Cabernet-Sauvignon 2015 0,75 l",NULL,1,1,0,"in"
23166,"Pira, Luigi Barolo Marenca 2005 0,75 l",1,1,1,91,"in"
23167,"Weingut Falkenstein Weissburgunder 2015 0,75 l",NULL,1,1,0,"0,5 cm"
23168,"Marques de Murrieta Castillo Ygay Gran Reserva Especial 1989 0,75 l",1,1,1,92,"ts"
23169,"Chateau Trotanoy 1982 0,75 l",1,1,1,96,"hs, Etikett leicht verschmutzt"
23170,"Knoll, Emmerich Loibner Grüner Veltliner Auslese 1997 0,5 l(4)",NULL,1,1,0,"0,5 cm"
23171,"Chateau Mouton-Rothschild 1973 0,75 l(1)",NULL,1,1,0,"hs, Etikett leicht verschmutzt, kellergrau"
23173,"Grasso, Elio Barolo Ginestra Vigna Casa Mate 1989 0,75 l(1)",1,1,1,98,"1 cm, Etikett verschmutzt"
23174,"Weingut Falkenstein Sauvignon 2015 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
23175,"Giacosa, Bruno Collina Rionda di Serralunga Barolo Riserva 1982 0,75 l",NULL,1,NULL,0,"ts, Etikett ganz leicht beschädigt, ganz leicht verschmutzt"
23176,"Chateau Mouton-Rothschild 1973 0,75 l",NULL,1,1,0,"ms, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
23177,"Clos Saint Jean Chateauneuf-du-Pape ""La Combe des Fous"" 2004 0,75 l",1,1,NULL,94,"2 cm"
23178,"Knoll, Emmerich Loibner Grüner Veltliner Vinothekfüllung Smaragd 2017 0,75 l",1,1,1,95,"0,5 cm"
23179,"Knoll, Emmerich Loibner Grüner Veltliner Vinothekfüllung Smaragd 2017 0,75 l",1,1,1,95,"0,5 cm"
23180,"Weingut Veyder-Malberg Grüner Veltliner Weitenberg 2016 0,75 l",NULL,1,1,0,"0,5 cm"
23181,"Weingut Veyder-Malberg Riesling Brandstatt 2015 0,75 l",1,1,1,93,"1 cm"
23182,"Clemens Strobl Grüner Veltliner ""Losling""  2012 3,0 l",NULL,1,1,0,"1 cm"
23183,"Clemens Strobl Grüner Veltliner Schreckenberg 2013 1,5 l",NULL,1,1,0,"0,5 cm"
23184,"Cockburn´s Vintage Port Bicentenary 2015 0,75 l",NULL,1,1,0,"in"
23185,"Vallecarcia Cabernet Sauvignon - Merlot 2004 3,0 l",NULL,1,1,0,"in"
23186,"Vallecarcia Syrah 2009 3,0 l",NULL,1,1,0,"1,5 cm"
23187,"Bodegas Alzania Cuvee Pius 2002 1,5 l",NULL,1,1,0,"in"
23188,"Bodegas Senorio Gran Paulet Reserva 1956 0,5 l",NULL,1,1,0,"ts, Depotbildung"
23189,"Chateau Cos d´Estournel 1975 0,75 l(1)",NULL,1,NULL,0,"ts, Etikett ganz leicht verschmutzt, Kapsel leicht beschädigt"
23190,"Penfolds Grange Hermitage 1997 0,75 l",1,1,NULL,94,"in"
23191,"Tenuta San Guido Sassicaia 1990 0,75 l",1,1,1,93,"in"
23192,"Pichler, F.X. Dürnsteiner Liebenberg Grüner Veltliner Smaragd 2017 1,5 l",1,1,1,93,"0,5 cm"
23193,"Chateau Latour Camblanes 1981 0,75 l",NULL,1,1,0,"ts"
23194,"Bolla Amarone della Valpolicella 2007 0,75 l",NULL,1,1,0,"1 cm"
23195,"Ress, Balthasar Hattenheimer Nußbrunnen Riesling Beerenauslese 2000 0,375 l",1,1,1,90,"0,5 cm, Etikett leicht verschmutzt, Kapsel ganz leicht beschädigt, Kapsel oxidiert, Leckspuren"
23196,"Weingut Emrich Schönleber Monzinger Frühlingsplätzchen Riesling Eiswein 2000 0,375 l(1)",NULL,1,1,0,"1,5 cm, Etikett ganz leicht verschmutzt"
23197,"Chateau Latour 2005 0,75 l",1,1,1,98,"in"
23198,"Perrier-Jouet Special Reserve 1985 0,75 l",1,1,1,93,"1 cm"
23199,"Piper Heidsieck Brut 1975 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt"
23200,"Piper Heidsieck Brut 1976 0,75 l",NULL,1,1,0,"1,5 cm, Etiketten ganz leicht beschädigt"
23201,"Piper Heidsieck Brut 1976 0,75 l",NULL,1,1,0,"1,5 cm, Etiketten ganz leicht beschädigt"
23202,"Pol Roger Brut 1985 0,75 l",1,1,1,92,"1 cm, Etiketten ganz leicht verschmutzt"
23666,"Excelsior Estate Merlot Excelsior 2017 1,5 l",NULL,1,NULL,0,"in"
23204,"Pol Roger Cuvee de Reserve Chardonay Brut 1988 0,75 l",NULL,1,1,0,"1 cm"
23205,"Pol Roger Cuvee de Reserve Chardonay Brut 1988 0,75 l",NULL,1,1,0,"1 cm"
23206,"Roederer, Louis Brut 1983 0,75 l",NULL,1,NULL,0,"1 cm"
23207,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23208,"Gaja, Angelo Chardonnay Gaia & Rey 2009 0,75 l",1,1,NULL,92,"0,5 cm"
23209,"Ornellaia Masseto Merlot 2008 0,75 l",1,1,1,97,"in"
23210,"Ornellaia Masseto Merlot 2005 0,75 l",1,1,1,94,"in"
23211,"Ornellaia Masseto Merlot 2005 0,75 l",1,1,1,94,"in"
23212,"Ornellaia 2008 0,75 l",1,1,1,97,"in, Etikett ganz leicht verschmutzt"
23213,"Ornellaia 2007 0,75 l",1,1,1,93,"in"
23214,"Ornellaia 2007 0,75 l",1,1,1,93,"in"
23215,"Ornellaia 2007 0,75 l",1,1,1,93,"in"
23216,"Domaine Gardies La Torre 2003 0,75 l",NULL,1,1,0,"1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23217,"Niepoort Quinta do Passadouro Vintage Port 1994 0,75 l(2)",NULL,1,1,0,"in, Etiketten verschmutzt"
23218,"Domaine Clos du Caillou Chateauneuf-du-Pape les Quartz 2000 0,75 l",1,1,1,94,"0,5 cm, Etikett ganz leicht verschmutzt"
23219,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee 2001 0,75 l",1,1,1,96,"1 cm"
23220,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee 2001 0,75 l",1,1,1,96,"1 cm"
23221,"Domaine Jean-Louis Chave Hermitage 1994 0,75 l",1,1,1,93,"0,5 cm, Etiketten ganz leicht verschmutzt"
23222,"Domaine Santa Duc Gigondas Cuvee Prestige Des Hautes Garrigues 2006 0,75 l",NULL,1,1,0,"1 cm"
23223,"Bricco Asili (Ceretto) Barbaresco Bricco Asili Bernadot 1997 1,5 l",NULL,1,1,0,"in, Etikett ganz leicht verschmutzt"
23224,"Domaine de Courcel Pommard Grand Clos des Epenots 1er Cru 2009 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten leicht verschmutzt"
23225,"Chateau Cambon la Pelouse 2007 1,5 l",NULL,1,1,0,"in"
23226,"Chateau Cambon la Pelouse 2007 1,5 l",NULL,1,1,0,"in"
23227,"Schröck, Heidi Welschriesling Beerenauslese 1998 0,5 l(2)",NULL,1,NULL,0,"hf-in"
23228,"Schwarz Schwarz - Rot 2015 0,75 l",NULL,1,1,0,"in"
23229,"Schwarz Schwarz - Rot 2015 1,5 l",NULL,1,1,0,"in"
23230,"Markowitsch, Gerhard M1 2012 0,75 l",NULL,1,1,0,"in"
23231,"Krug Grande Cuvee Brut NV 0,75 l",1,1,1,91,"1 cm, rare alte Abfüllung"
23232,"Chateau Pichon Longueville Comtesse de Lalande 1983 0,75 l",NULL,1,1,0,"in-ts, Etikett verschmutzt, leicht kellergrau"
23233,"Chateau Margaux 1992 0,75 l",NULL,1,NULL,0,"ts, Etikett ganz leicht verschmutzt, ganz leicht kellergrau"
23290,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Abtsberg Riesling Auslese 1989 0,375 l(1)",NULL,1,1,0,"1,5 cm, Etikett leicht beschädigt"
23234,"Chateau Palmer 1998 0,75 l",1,1,1,91,"in"
23235,"Chateau du Retout Cour du Retout du Chateau du Retout 2006 0,75 l(1)",1,1,1,90,"in"
23236,"Graham´s Vintage Port Malvedos 1992 0,75 l",1,1,NULL,92,"in, Etikett ganz leicht beschädigt, leicht verschmutzt, Kapsel ganz leicht beschädigt"
23237,"Chateau Belgrave 1979 0,75 l(1)",NULL,1,1,0,"ts, Etikett verschmutzt"
23238,"Chateau Haut-Brion 1995 0,75 l",1,1,1,96,"0,5 cm, Etiketten ganz leicht verschmutzt"
23239,"Chateau Haut-Brion 1995 0,75 l",1,1,1,96,"0,5 cm, Etikett ganz leicht verschmutzt"
23240,"Bodegas Senorio Gran Paulet Reserva 1963 0,5 l",NULL,1,1,0,"ts, Schultersiegel beschädigt"
23241,"Marques de Murrieta Castillo Ygay Gran Reserva Especial 2001 0,75 l",1,1,1,94,"in"
23242,"Marques de Murrieta Pratum Lagareta Gran Reserva 1997 0,75 l(3)",NULL,1,1,0,"in, Etiketten leicht beschädigt, ganz leicht verschmutzt"
23243,"Chateau Cantemerle 1989 0,75 l(1)",1,1,1,95,"in"
23244,"Forman Cabernet Sauvignon 2015 0,75 l",1,1,1,92,"in"
23245,"Red Nectar Shiraz 2005 0,75 l",1,1,NULL,91,"in"
23246,"Leitz, Josef Rüdesheimer Berg Rottland Riesling Auslese 2002 0,5 l",1,1,1,92,"0,5 cm, 1 x Leckspuren"
23247,"Chateau La Conseillante 2015 0,75 l",1,1,1,96,"in, OHK mit Originalband verschlossen, Füllstand geschätzt"
23248,"Krug Rose Brut NV 0,75 l",1,1,1,92,"0,5 cm, Etikett ganz leicht beschädigt"
23249,"Chateau La Conseillante 1972 0,75 l",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
23250,"Chateau La Gomerie 1997 0,75 l",NULL,1,NULL,0,"in"
23251,"Scavino, Paolo Barolo Bric del Fiasc 1993 0,75 l",1,1,1,95,"in"
23252,"Chateau Clos de Sarpe 2012 1,5 l",1,1,NULL,91,"in"
23253,"Niepoort Colheita Port 1966 0,75 l",NULL,1,NULL,0,"ts, Bottled: 1977"
23254,"Chateau Vignelaure 1982 0,75 l(1)",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt"
23255,"Chateau Haut-Brion 2005 0,75 l",1,1,1,10,"1 cm"
23256,"Chateau La Croix Canon 1999 0,75 l",NULL,1,NULL,0,"in, Etiketten ganz leicht verschmutzt"
23257,"Chateau Cabrieres Chateauneuf-du-Pape ""Les Silex"" 1985 0,75 l",NULL,1,NULL,0,"2 cm, Etikett ganz leicht verschmutzt"
23258,"Taittinger Prelude Grands Crus Brut NV 1,5 l",1,1,1,91,"1 cm, Kapsel ganz leicht beschädigt, Millenium 2000 Abfüllung"
23259,"Taittinger Taittinger Collection Arman 1981 0,75 l",1,1,1,92,"1 cm, Etikett ganz leicht beschädigt, Kapsel leicht beschädigt, Füllstand geschätzt"
23260,"Taittinger Taittinger Collection Corneille 1990 0,75 l",NULL,1,1,0,"1 cm, Kapsel leicht beschädigt, Füllstand geschätzt"
23261,"Taittinger Taittinger Collection da Silva 1983 0,75 l",1,1,1,94,"1 cm, Kapsel leicht beschädigt, Füllstand geschätzt"
23262,"Taittinger Taittinger Collection Hartung 1986 0,75 l",1,1,1,92,"1 cm, Füllstand geschätzt"
23263,"Taittinger Taittinger Collection Imai 1988 0,75 l",1,1,1,94,"1 cm, Füllstand geschätzt"
23264,"Taittinger Taittinger Collection Lichtenstein 1985 0,75 l",NULL,1,1,0,"1 cm, Kapsel leicht beschädigt, Füllstand geschätzt"
23265,"Taittinger Taittinger Collection Masson Brut 1982 0,75 l",1,1,1,94,"1 cm, Etikett ganz leicht beschädigt, Füllstand geschätzt"
23266,"Taittinger Taittinger Collection Matta 1992 0,75 l",NULL,1,1,0,"1 cm, Füllstand geschätzt"
23267,"Taittinger Taittinger Collection Vasarely Brut 1978 0,75 l",NULL,1,1,0,"1 cm, Füllstand geschätzt"
23268,"Chateau de Beaucastel Chateauneuf-du-Pape Hommage a Jacques Perrin 2003 0,75 l",1,1,NULL,95,"0,5 cm"
23269,"Chateau Moulin Haut Laroque 1999 0,75 l",NULL,1,1,0,"in"
23270,"Weingut Keller Dalsheimer Bürgel ""Felix"" Spätburgunder Grosses Gewächs 2007 0,75 l",NULL,1,NULL,0,"0,5 cm"
23271,"Baron de Ley Vina Imas Gran Reserva 1998 1,5 l(1)",NULL,1,1,0,"in"
23272,"Clos des Papes, Avril Chateauneuf-du-Pape 2006 0,75 l",1,1,1,95,"0,5 cm"
23273,"Kühn, Peter Jakob Riesling trocken 1994 1,5 l(1)",NULL,1,1,0,"0,5 cm, Kapsel leicht beschädigt, Kapseln oxidiert, kein Etikett, Weinangaben handgeschrieben auf der Flasche"
23274,"Chateau La Tour de Mons 2005 0,75 l(1)",NULL,1,NULL,0,"in, Etikett leicht verschmutzt"
23275,"Ornellaia 1999 0,75 l",1,1,1,94,"in, Etikett ganz leicht verschmutzt"
23276,"Chateau Latour 1999 0,75 l",1,1,1,94,"in, Etikett leicht verschmutzt"
23277,"Sabathi, Erwin Sauvignon Blanc Steirische Klassik 2010 0,75 l(8)",NULL,1,1,0,"in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23278,"Chateau La Cardonne 1982 0,75 l",NULL,1,NULL,0,"ts"
23279,"Chateau Beaumont 2005 0,75 l(2)",1,1,1,90,"in, Etiketten ganz leicht verschmutzt"
23280,"Selbach Oster Graacher Domprobst Riesling Auslese  2001 0,75 l",NULL,1,1,0,"1 cm, Etiketten ganz leicht verschmutzt"
23281,"Weil, Robert Kiedricher Gräfenberg Riesling Erstes Gewächs 2016 0,75 l",NULL,1,1,0,"0,5 cm"
23282,"Chateau Paveil de Luze 1994 0,75 l(2)",NULL,1,1,0,"ts, Etiketten ganz leicht verschmutzt"
23283,"Chateau Vieux Clos Saint Emilion 1996 0,75 l",NULL,1,1,0,"in"
23284,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,1,0,"in, Etikett leicht beschädigt, ganz leicht verschmutzt"
23285,"Chateau Monbrison 2011 0,75 l",NULL,1,1,0,"in"
23286,"Chateau Montrose 1969 0,75 l",NULL,1,1,0,"hs-ms, Etikett beschädigt, ganz leicht verschmutzt, ganz leicht kellergrau"
23287,"Avignonesi Vin Santo 1988 0,375 l",NULL,1,1,0,"ts, Etiketten ganz leicht verschmutzt, ganz leicht kellergrau"
23288,"Dönnhoff Niederhäuser Hermannshöhle Riesling Grosses Gewächs 2008 0,75 l",1,1,1,94,"0,5 cm"
23289,"Trimbach, F.E. Pinot Gris Selection de Grains Nobles 1989 0,75 l",NULL,1,1,0,"2 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
23291,"Autreau de Champillon Cuvee Millinaire 2000 Grand Cru Brut NV 3,0 l",NULL,1,1,0,"1,5 cm"
23292,"Bouzereau, Michel Puligny-Montrachet Les Caillerets 1er Cru 2009 0,75 l(1)",NULL,1,1,0,"0,5 cm, Etikett ganz leicht verschmutzt"
23293,"Bodegas Berberana Vina Alarde Gran Reserva 1995 0,75 l",NULL,1,1,0,"in, Etiketten beschädigt, verschmutzt"
23294,"Chateau Mouton-Rothschild 1990 0,75 l",NULL,1,1,0,"hs, Etikett ganz leicht verschmutzt"
23295,"Lamy, Rene Chassagne-Montrachet Clos de la Boudriotte 1er Cru 1985 0,75 l",NULL,1,1,0,"3 cm, Etiketten ganz leicht verschmutzt"
23296,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1996 0,75 l",NULL,1,NULL,0,"in, Etikett ganz leicht verschmutzt"
23297,"Domaine A. Ligeret Mercurey 1971 0,75 l(1)",NULL,1,1,0,"2,5 cm, Etikett stark verschmutzt"
23298,"Chateau Les Moulins 2000 0,75 l(1)",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt"
23299,"Kracher Welschriesling  Nr. 11 Zwischen den Seen Trockenbeerenauslese 2015 0,375 l(1)",NULL,1,1,0,"in, Etikett ganz leicht verschmutzt"
23300,"Greenock Creek Roennfeldt Road Shiraz 2009 0,75 l",1,1,NULL,96,"in"
23301,"Castello di Ceretto Marchese Emilio Pucci Chianti Classico Riserva 1966 0,75 l",NULL,1,NULL,0,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23302,"Castello di Ceretto Marchese Emilio Pucci Chianti Classico Riserva 1970 0,75 l",NULL,1,NULL,0,"hs, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23303,"Castello di Ceretto Marchese Emilio Pucci Chianti Classico Riserva 1970 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23304,"Pascal, Jean Puligny Montrachet Les Folatieres 1er Cru 2007 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
23305,"Chateau Leoville-Barton 2002 0,75 l(1)",1,1,1,92,"in"
23306,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2013 0,75 l",1,1,1,90,"in"
23307,"Chateau de Camensac 1995 0,75 l(2)",NULL,1,1,0,"in"
23308,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2012 0,75 l",NULL,1,NULL,0,"in"
23309,"Turley Cellars Zinfandel Pesenti 2004 0,75 l",1,1,1,90,"2 cm"
23310,"Turley Cellars Zinfandel Pesenti 2004 0,75 l",1,1,1,90,"2 cm"
23311,"Il Molino di Grace Chianti Classico Gran Selezione Il Margone 2012 0,75 l",NULL,1,NULL,0,"in"
23312,"Il Molino di Grace Chianti Classico Gran Selezione Il Margone 2012 0,75 l",NULL,1,NULL,0,"in"
23313,"Chateau Cantemerle Villeneuve de Cantemerle, 2e Vin de Cantemerle 1986 0,75 l(2)",NULL,1,1,0,"hs, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
23314,"Haskell Vineyards Anvil Chardonnay 2018 0,75 l",NULL,1,1,0,"0,5 cm"
23315,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 1,5 l",NULL,1,1,0,"in, Etikett ganz leicht verschmutzt"
23316,"Mumm Cuvee Rene Lalou Brut 1999 0,75 l",NULL,1,1,0,"0,5 cm"
23317,"Domaine Leflaive Batard Montrachet Grand Cru 2000 0,75 l",1,1,1,90,"0,5 cm, Etikett leicht beschädigt, stark verschmutzt, Zusatzaufkleber"
23318,"Heymann Löwenstein Winninger Uhlen Laubach Riesling Erste Lage 2005 0,75 l",1,1,NULL,91,"1,5 cm"
23486,"Domaine Dublere Corton Charlemagne Grand Cru 2008 0,75 l",NULL,1,1,0,"0,5 cm, Etikett ganz leicht verschmutzt"
23319,"Chateau Marquis-de-Terme 1991 0,75 l(1)",NULL,1,NULL,0,"in, Etikett leicht verschmutzt"
23320,"Weil, Robert Kiedricher Gräfenberg Riesling Auslese 2009 0,375 l",1,1,NULL,93,"0,5 cm"
23321,"Clos des Papes, Avril Chateauneuf-du-Pape 2010 0,75 l",1,1,NULL,99,"0,5 cm, Etiketten ganz leicht verschmutzt"
23322,"Heinrich, Gernot Pannobile 2001 0,75 l(1)",NULL,1,NULL,0,"in"
23323,"Calissano Barbaresco Riserva Speciale 1968 0,75 l(1)",NULL,1,NULL,0,"5 cm, Etikett ganz leicht verschmutzt"
23324,"Chateau Mayne Lalande 2004 0,75 l",NULL,1,NULL,0,"in"
23325,"Chateau Balestard la Tonelle 1986 0,75 l(5)",NULL,1,NULL,0,"in-ts, Kapsel ganz leicht beschädigt"
23326,"Römerhof Kollwentz Steinzeiler 1997 0,75 l(1)",NULL,1,NULL,0,"hf-in, Etikett ganz leicht verschmutzt"
23327,"Billecart Salmon Cuvee Nicolas Francois Billecart Brut 1990 0,75 l",NULL,1,NULL,0,"1 cm"
23328,"Vieux Chateau Certan 1997 0,75 l",1,1,1,90,"in"
23329,"Moet & Chandon Dom Perignon Rosé Brut 2000 1,5 l",1,1,1,96,"0,5 cm"
23330,"Quinta do Crasto Vinha Maria Teresa 2011 0,75 l",1,1,1,97,"in"
23331,"Ziereisen Rhini Spätburgunder 2007 0,75 l",NULL,1,1,0,"0,5 cm"
23332,"Chateau Pichon Longueville Baron 1999 0,75 l(1)",1,1,1,91,"in"
23333,"Kracher / Schwarz / Krankl Schwarz - Rot 2004 0,75 l(1)",1,1,1,92,"in, Etikett leicht beschädigt"
23334,"Chateau Rauzan-Gassies 1989 0,75 l",NULL,1,1,0,"ts, Etiketten leicht verschmutzt, Kapsel ganz leicht beschädigt"
23335,"Weingut Igler Blaufränkisch Classic 2015 0,75 l",NULL,1,NULL,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
23336,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2014 1,5 l",1,1,1,92,"0,5 cm"
23337,"Weingut Pfeffingen Ungsteiner Herrenberg Riesling Großes Gewächs 2011 0,75 l",NULL,1,1,0,"0,5 cm"
23338,"Veuve Clicquot Ponsardin La Grande Dame Brut 1985 0,75 l",1,1,NULL,94,"0,5 cm, leichter Etikettenabrieb"
23339,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,1,1,95,"0,5 cm"
23340,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,1,1,95,"0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt"
23341,"Veuve Clicquot Ponsardin La Grande Dame Brut 1993 0,75 l",NULL,1,1,0,"0,5 cm"
23342,"Veuve Clicquot Ponsardin La Grande Dame Brut 1993 0,75 l",NULL,1,1,0,"0,5 cm"
23343,"Weingut Müller-Catoir Haardter Bürgergarten Riesling Erste Lage 2017 0,75 l",NULL,1,1,0,"0,5 cm"
23344,"Moet & Chandon Dom Perignon Brut 2008 0,75 l",1,1,1,95,"1 cm, Etikett beschädigt"
23345,"Vernay, Georges Cote Rotie Maison Rouge  2009 0,75 l",1,1,1,93,"2 cm, Etikett ganz leicht beschädigt, verschmutzt"
23346,"Ar.Pe.Pe. Sassella Rocce Rosse 2007 3,0 l",1,1,1,94,"5 cm"
23347,"Gaja, Angelo Barolo Sperss 2001 0,75 l",1,1,1,95,"ts"
23348,"Sine Qua Non Dark Blossom Syrah 2011 0,75 l",1,1,1,99,"in"
23349,"Sine Qua Non Dark Blossom Syrah 2011 0,75 l",1,1,1,99,"in"
23350,"Sine Qua Non Five Shooter Syrah 2010 0,75 l",1,1,1,98,"in"
23351,"Sine Qua Non Five Shooter Syrah 2010 0,75 l",1,1,1,98,"in"
23352,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",1,1,1,96,"1 cm"
23353,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,1,1,95,"1 cm"
23354,"De Lisio Grenache 2005 0,75 l",1,1,NULL,92,"1,5 cm"
23355,"Moet & Chandon Dom Perignon Brut 1966 0,75 l",1,1,1,92,"1 cm, Etikett stark beschädigt, ganz leicht verschmutzt, Kapsel stark beschädigt"
23356,"Moet & Chandon Dom Perignon Brut 1966 0,75 l",1,1,1,92,"1 cm, Etikett stark beschädigt, stark verschmutzt, Kapsel beschädigt"
23357,"Moet & Chandon Dom Perignon Brut 1973 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht verschmutzt, Kapsel beschädigt"
23358,"Domaine du Vieux Telegraphe (Brunier) Chateauneuf-du-Pape ""La Crau"" 1996 0,75 l(1)",NULL,1,NULL,0,"0,5 cm, Etikett ganz leicht verschmutzt"
23359,"Weingut Keller Frauenberg Spätburgunder Grosses Gewächs 2009 0,75 l",NULL,1,NULL,0,"0,5 cm"
23361,"Moueix, Chr./John Daniel Society Dominus 2003 0,75 l",1,1,1,95,"in"
23362,"Chateau La Conseillante 1986 0,75 l(1)",1,1,1,93,"in, Etikett ganz leicht verschmutzt"
23363,"Calissano Barbaresco Riserva Speciale 1969 0,75 l",NULL,1,1,0,"5 cm, Etiketten ganz leicht verschmutzt"
23364,"Chateau Clos de Sarpe 2000 0,75 l",1,1,1,96,"in"
23365,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Eiswein 1990 0,375 l",NULL,1,1,0,"0,5 cm"
23366,"Weingut Keller Monsheimer Silberberg Rieslaner Beerenauslese   2008 0,375 l",NULL,1,NULL,0,"0,5 cm"
23367,"Roederer, Louis Cristal Brut 2007 0,75 l",1,1,1,95,"0,5 cm"
23368,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23369,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23370,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23371,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23372,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23373,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23374,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23375,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23376,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23377,"Roederer, Louis Cristal Brut 1990 0,75 l",1,1,1,97,"0,5 cm"
23378,"Weingut Franz Künstler Hochheimer Reichestal Spätburgunder Grosses Gewächs 2013 0,75 l",1,1,1,93,"0,5 cm, Etiketten leicht verschmutzt"
23379,"Domaine Armand Rousseau Clos de la Roche Grand Cru 1990 0,75 l",1,1,1,92,"1 cm, Etikett verschmutzt, Kapsel leicht beschädigt"
23380,"Chateau Batailley 2005 0,75 l",1,1,1,93,"in, Etikett ganz leicht beschädigt"
23381,"Niepoort Vintage Port ""Secundum"" 1999 0,75 l(2)",NULL,1,1,0,"in"
23382,"Argiolas Turriga 2002 0,75 l",NULL,1,1,0,"in, Etikett leicht verschmutzt"
23383,"Niepoort Late Bottled Vintage Port 1994 0,75 l",NULL,1,1,0,"in"
23384,"Clerget Beaune Bressandes 1er Cru 1995 0,75 l(5)",NULL,1,1,0,"2 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, 1 x Leckspuren"
23385,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2008 0,75 l(3)",NULL,1,NULL,0,"1,5 cm, Etiketten ganz leicht verschmutzt"
23386,"Chateau Sociando-Mallet 2010 0,75 l(1)",1,1,1,91,"in"
23387,"Heredia, Lopez Vina Tondonia Reserva blanco  1991 0,75 l(2)",NULL,1,1,0,"in"
23388,"Chateau d´Armailhac 1990 0,75 l",NULL,1,1,0,"ts"
23389,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,1,93,"in, Etikett ganz leicht verschmutzt"
23390,"Chateau l´Evangile 1994 0,75 l",1,1,NULL,90,"in, Kapsel ganz leicht beschädigt"
23391,"Bodegas Vega Sicilia Unico Gran Reserva 1987 0,75 l",1,1,1,95,"in"
23392,"Bodegas Vega Sicilia Unico Gran Reserva 1987 0,75 l",1,1,1,95,"in, Etiketten stark beschädigt, stark verschmutzt"
23393,"Bodegas Vega Sicilia Unico Gran Reserva 1987 0,75 l",1,1,1,95,"in, Etikett ganz leicht beschädigt, leicht verschmutzt"
